121.645211,31.268982,金海路
121.633874,31.285879,申江路
121.622178,31.285478,金京路
121.596181,31.286203,巨峰路
121.585186,31.288749,东陆路
121.567867,31.28716,复兴岛
121.559441,31.286342,爱国路
121.550925,31.281528,隆昌路
121.539139,31.274784,宁国路
121.530336,31.270463,江浦公园
121.519646,31.263765,大连路
121.513393,31.259151,提篮桥
121.50486,31.255878,国际客运中心
121.488888,31.249704,天潼路
121.478054,31.2483,曲阜路
121.464283,31.247389,汉中路
121.466313,31.235579,南京西路
121.465541,31.223058,陕西南路
121.46723,31.208991,嘉善路
121.470212,31.20042,大木桥路
121.463475,31.191338,龙华中路
121.459271,31.17929,龙华
121.450359,31.17688,龙漕路
121.441394,31.174841,漕宝路
121.425117,31.173064,桂林公园
121.409019,31.168105,虹梅路
121.398761,31.160952,东兰路
121.398958,31.14672,顾戴路
121.385987,31.14295,虹莘路
121.369835,31.137788,七莘路